method_label,dataset_index,sample_name,image_path,depth_path,panel_path,c2_abs_rel,method_abs_rel,method_minus_c2_abs_rel,method_better_than_c2,selection_reason,has_gate,has_delta_effective
N2_lp0p5_q0p5_conservative,0,Camera_0_rgb_00618,/mnt/drive/1111_new_works/VKITTI2/rgb/Scene20/morning/frames/rgb/Camera_0/rgb_00618.jpg,/mnt/drive/1111_new_works/VKITTI2/depth/Scene20/morning/frames/depth/Camera_0/depth_00618.png,/home/caq/6666_raw/dav2_raw_0522/plans/0527/diagnostics/0530_improvement_vs_c2_0530_1501/N2_lp0p5_q0p5_conservative/01_validx0000_Camera_0_rgb_00618_vs_c2.jpg,0.10232466398412889,0.09980167789472295,-0.002522986089405932,True,fixed,True,True
N2_lp0p5_q0p5_conservative,72,Camera_0_rgb_00623,/mnt/drive/1111_new_works/VKITTI2/rgb/Scene20/morning/frames/rgb/Camera_0/rgb_00623.jpg,/mnt/drive/1111_new_works/VKITTI2/depth/Scene20/morning/frames/depth/Camera_0/depth_00623.png,/home/caq/6666_raw/dav2_raw_0522/plans/0527/diagnostics/0530_improvement_vs_c2_0530_1501/N2_lp0p5_q0p5_conservative/02_validx0072_Camera_0_rgb_00623_vs_c2.jpg,0.12413807565156983,0.12087528110067251,-0.0032627945508973133,True,fixed,True,True
N2_lp0p5_q0p5_conservative,310,Camera_0_rgb_00320,/mnt/drive/1111_new_works/VKITTI2/rgb/Scene20/fog/frames/rgb/Camera_0/rgb_00320.jpg,/mnt/drive/1111_new_works/VKITTI2/depth/Scene20/fog/frames/depth/Camera_0/depth_00320.png,/home/caq/6666_raw/dav2_raw_0522/plans/0527/diagnostics/0530_improvement_vs_c2_0530_1501/N2_lp0p5_q0p5_conservative/03_validx0310_Camera_0_rgb_00320_vs_c2.jpg,0.26651643925354424,0.24724590547808847,-0.01927053377545576,True,top_better_rank_1,True,True
N2_lp0p5_q0p5_conservative,190,Camera_0_rgb_00456,/mnt/drive/1111_new_works/VKITTI2/rgb/Scene20/fog/frames/rgb/Camera_0/rgb_00456.jpg,/mnt/drive/1111_new_works/VKITTI2/depth/Scene20/fog/frames/depth/Camera_0/depth_00456.png,/home/caq/6666_raw/dav2_raw_0522/plans/0527/diagnostics/0530_improvement_vs_c2_0530_1501/N2_lp0p5_q0p5_conservative/04_validx0190_Camera_0_rgb_00456_vs_c2.jpg,0.12225977320791567,0.10395489756117736,-0.018304875646738314,True,top_better_rank_2,True,True
N2_lp0p5_q0p5_conservative,886,Camera_0_rgb_00634,/mnt/drive/1111_new_works/VKITTI2/rgb/Scene20/30-deg-left/frames/rgb/Camera_0/rgb_00634.jpg,/mnt/drive/1111_new_works/VKITTI2/depth/Scene20/30-deg-left/frames/depth/Camera_0/depth_00634.png,/home/caq/6666_raw/dav2_raw_0522/plans/0527/diagnostics/0530_improvement_vs_c2_0530_1501/N2_lp0p5_q0p5_conservative/05_validx0886_Camera_0_rgb_00634_vs_c2.jpg,0.15317032386172746,0.1359980805540478,-0.017172243307679663,True,top_better_rank_3,True,True
N2_lp0p5_q0p5_conservative,625,Camera_0_rgb_00294,/mnt/drive/1111_new_works/VKITTI2/rgb/Scene20/fog/frames/rgb/Camera_0/rgb_00294.jpg,/mnt/drive/1111_new_works/VKITTI2/depth/Scene20/fog/frames/depth/Camera_0/depth_00294.png,/home/caq/6666_raw/dav2_raw_0522/plans/0527/diagnostics/0530_improvement_vs_c2_0530_1501/N2_lp0p5_q0p5_conservative/06_validx0625_Camera_0_rgb_00294_vs_c2.jpg,0.15442608688817613,0.13839733865685144,-0.01602874823132469,True,top_better_rank_4,True,True
N2_lp0p5_q0p5_conservative,712,Camera_0_rgb_00516,/mnt/drive/1111_new_works/VKITTI2/rgb/Scene20/rain/frames/rgb/Camera_0/rgb_00516.jpg,/mnt/drive/1111_new_works/VKITTI2/depth/Scene20/rain/frames/depth/Camera_0/depth_00516.png,/home/caq/6666_raw/dav2_raw_0522/plans/0527/diagnostics/0530_improvement_vs_c2_0530_1501/N2_lp0p5_q0p5_conservative/07_validx0712_Camera_0_rgb_00516_vs_c2.jpg,0.10274849248300746,0.11814421811026819,0.015395725627260728,False,top_worse_rank_1,True,True
N2_lp0p5_q0p5_conservative,934,Camera_0_rgb_00692,/mnt/drive/1111_new_works/VKITTI2/rgb/Scene20/15-deg-left/frames/rgb/Camera_0/rgb_00692.jpg,/mnt/drive/1111_new_works/VKITTI2/depth/Scene20/15-deg-left/frames/depth/Camera_0/depth_00692.png,/home/caq/6666_raw/dav2_raw_0522/plans/0527/diagnostics/0530_improvement_vs_c2_0530_1501/N2_lp0p5_q0p5_conservative/08_validx0934_Camera_0_rgb_00692_vs_c2.jpg,0.12709197693732227,0.14188008143412237,0.014788104496800097,False,top_worse_rank_2,True,True
N2_lp0p5_q0p5_conservative,967,Camera_0_rgb_00696,/mnt/drive/1111_new_works/VKITTI2/rgb/Scene20/30-deg-left/frames/rgb/Camera_0/rgb_00696.jpg,/mnt/drive/1111_new_works/VKITTI2/depth/Scene20/30-deg-left/frames/depth/Camera_0/depth_00696.png,/home/caq/6666_raw/dav2_raw_0522/plans/0527/diagnostics/0530_improvement_vs_c2_0530_1501/N2_lp0p5_q0p5_conservative/09_validx0967_Camera_0_rgb_00696_vs_c2.jpg,0.13663588007242822,0.14813831572935698,0.011502435656928767,False,top_worse_rank_3,True,True
N2_lp0p5_q0p5_conservative,30,Camera_0_rgb_00338,/mnt/drive/1111_new_works/VKITTI2/rgb/Scene20/sunset/frames/rgb/Camera_0/rgb_00338.jpg,/mnt/drive/1111_new_works/VKITTI2/depth/Scene20/sunset/frames/depth/Camera_0/depth_00338.png,/home/caq/6666_raw/dav2_raw_0522/plans/0527/diagnostics/0530_improvement_vs_c2_0530_1501/N2_lp0p5_q0p5_conservative/10_validx0030_Camera_0_rgb_00338_vs_c2.jpg,0.26927834311957577,0.2783934734716725,0.009115130352096712,False,top_worse_rank_4,True,True
